product_id;sku;ean;name;Kod producenta
212560931;1000301;4260223023057;Waga platformowa składana SBS PF 100A8 LED do 100kg;1000301
212560932;1000304;4260223025945;Waga hakowa 3 Tony zdalnie sterowana przemysłowa LED;1000304
212560933;1000305;4260223025952;Waga hakowa 5 Ton zdalnie sterowana dźwig suwniaca LED;1000305
212560934;1000307;4260223025976;Waga hakowa podwieszana z pilotem do 1 tony 1T LCD czerwona;1000307
212560935;1000308;4260223025983;Waga hakowa podwieszana z pilotem do 1 tony 1T LCD żółta;1000308
212560936;1000310;4250928695079;Waga precyzyjna dokładna SBS LW 10000A LCD dokł. 0,1g do 10kg;1000310
212560937;1000311;4250928694928;Waga sklepowa platformowa SBS PW 60 LCD do 60kg;1000311
212560938;1000312;4260223027383;Waga sklepowa platformowa SBS PW 100 LCD do 100kg;1000312
212560939;1000313;4260223027390;Waga pocztowa do listów paczek SBS PF 70 LCD dokł. 0,005 70kg;1000313
212560940;1000314;4260223027406;Waga pocztowa do listów paczek SBS PF 100 LCD dokł. 0,01 100kg;1000314
212560941;1000315;4260223027413;Waga hakowa łowiecka dla myśliwych handlowa SBS KW 300 O LCD do 300kg;1000315
212560942;1000316;4260223027420;Waga hakowa podwieszana rolnicza handlowa LCD do 300kg;1000316
212560943;1000318;4260223027444;Waga platforma magazynowa bezprzewodowa WiFi SBS BW 1T LCD do 1 Tony;1000318
212560944;1000319;4260223027451;Waga platformowa magazynowa z kółkami SBS PF 600 LCD do 600kg;1000319
212560945;1000350;4260223024931;Łóżko stół rehabilitacyjny do masażu sterowany pilotem Divine Białe;1000350
212560946;1000354;4260223026782;Pilot nożny do stołu łózka masażu;1000354
212560947;1000362;4260223025822;Myjka wanienka ultradźwiękowa Proclean 0.7 pojemność 0,7L;1000362
212560948;1000370;4260223025907;Myjka ultradźwiękowa Proclean 2.0DS Degas Sweep pojemność 2L;1000370
212560949;1000371;4260223025914;Myjka ultradźwiękowa Proclean 3.0DSP Degas Sweep Pulse pojemność 3L;1000371
212560950;1000375;4260223022982;Suwnica z wciągarką dźwig suwnicowy Procat 1200 do 990kg;1000375
212560951;1000377;4250928695154;Wyciągarka linowa wciągarka Proliftor 1000 do 990kg;1000377
212560952;1000378;4260223022968;Wyciągarka linowa wciągarka Proliftor 800 do 800kg;1000378
212560953;1000382;4260223022999;Ramię wychylne wysięgnik do wciągarki 1000kg;1000382
212560954;1000383;4260223024719;Suwnica ze wciągarką dźwig suwnicowy Procat 800 do 800kg;1000383
212560955;1000384;4250928690548;Suwnica ze wciągarką dźwig suwnicowy Procat 500 do 500kg;1000384
212560956;1000385;4260223024733;Suwnica z wciągarką dźwig suwnicowy Procat 300 do 300kg;1000385
212560957;1000407;4260223026911;Tuleje szlifierskie polerskie na walec rozprężny 90x100mm 12szt. P60;1000407
212560958;1000411;4250928650863;Wałek szlifierski z włókniny do satyniarki 120x100mm ziarnistość P180;1000411
212560959;1000412;4250928650870;Wałek szlifierski z włókniny do satyniarki 120x100mm ziarnistość P240;1000412
212560960;1000413;4250928650887;Wałek szlifierski z włókniny do satyniarki 120x100mm ziarnistość P320;1000413
212560961;1000414;4250928650894;Wałek szlifierski z włókniny do satyniarki 120x100mm ziarnistość P600;1000414
212560962;1000415;4260223026997;Tarcze ścierne do spoin spawów pachwinowych narożników 150x5 mm 5szt;1000415
